Fund Name,Category,Inception Date,Class,Type,Offer,Repurchase,NAV,Validity Date,"Front-end Load %","Back-end Load %","Contingent Load %",Trustee Code
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.953,132.5702,132.5702,2016-05-17,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.241,132.849,132.849,2016-05-18,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.9482,133.5336,133.5336,2016-05-19,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.8592,133.4474,133.4474,2016-05-20,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,138.615,134.179,134.179,2016-05-23,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,138.0634,133.6451,133.6451,2016-05-24,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.6889,133.2826,133.2826,2016-05-25,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.5858,133.1828,133.1828,2016-05-26,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,138.0343,133.6169,133.6169,2016-05-27,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.5925,132.2213,132.2213,2016-05-30,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.3807,132.0162,132.0162,2016-05-31,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.3794,132.983,132.983,2016-06-01,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,138.5887,134.1536,134.1536,2016-06-02,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,140.4571,135.9622,135.9622,2016-06-03,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,140.2234,135.736,135.736,2016-06-06,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-.1,126.3080,122.2659,122.2659.1,2016-03-22,-.2,-.3,-.4,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.8787,132.4983,132.4983,2016-06-10,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.4472,132.0806,132.0806,2016-06-13,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,138.2993,133.8734,133.8734,2016-06-14,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,142.0877,137.5406,137.5406,2016-06-15,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,142.3502,137.7947,137.7947,2016-06-16,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,141.9911,137.4471,137.4471,2016-06-17,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,141.3953,136.8704,136.8704,2016-06-20,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,141.1913,136.6729,136.6729,2016-06-21,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,139.9978,135.5176,135.5176,2016-06-22,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,140.1856,135.6994,135.6994,2016-06-23,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.047,131.6932,131.6932,2016-06-24,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,135.3085,130.9784,130.9784,2016-06-27,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,130.2427,126.0747,126.0747,2016-06-30,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,131.054,127.4534,127.4534,2016-07-04,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,132.795,129.1466,129.1466,2016-07-11,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,135.8293,132.0975,132.0975,2016-07-12,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.0255,132.2884,132.2884,2016-07-13,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.0027,133.2387,133.2387,2016-07-14,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.6245,132.8709,132.8709,2016-07-15,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.2327,133.4624,133.4624,2016-07-18,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.2706,133.4992,133.4992,2016-07-19,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.0208,133.2563,133.2563,2016-07-20,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.3844,133.6099,133.6099,2016-07-21,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.0603,133.2947,133.2947,2016-07-22,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.1325,132.3924,132.3924,2016-07-25,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.4209,132.6729,132.6729,2016-07-26,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.7787,133.0209,133.0209,2016-07-27,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.1736,132.4324,132.4324,2016-07-28,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.285,132.5407,132.5407,2016-07-29,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.567,132.815,132.815,2016-08-01,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.708,132.9521,132.9521,2016-08-02,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.3293,132.5838,132.5838,2016-08-03,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,135.9799,132.244,132.244,2016-08-04,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,135.7445,132.0151,132.0151,2016-08-05,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.0317,132.2944,132.2944,2016-08-08,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.6004,132.8475,132.8475,2016-08-09,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.3659,133.5919,133.5919,2016-08-10,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.2819,133.5102,133.5102,2016-08-11,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.3972,133.6224,133.6224,2016-08-12,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.8945,134.106,134.106,2016-08-15,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.832,134.0452,134.0452,2016-08-16,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.906,134.1172,134.1172,2016-08-17,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.0107,133.2465,133.2465,2016-08-18,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.4456,132.6969,132.6969,2016-08-19,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.4418,132.6932,132.6932,2016-08-22,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.4202,132.6722,132.6722,2016-08-23,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.5869,132.8343,132.8343,2016-08-24,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.3925,133.6178,133.6178,2016-08-25,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.5925,133.8123,133.8123,2016-08-26,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.5625,133.7831,133.7831,2016-08-29,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.4192,133.6438,133.6438,2016-08-30,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.452,132.7031,132.7031,2016-08-31,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-.1,139.2103,134.7553,134.7553.1,2016-06-09,-.2,-.3,-.4,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,133.6798,130.0071,130.0071,2016-09-05,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,134.3534,130.6622,130.6622,2016-09-06,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,135.9408,132.206,132.206,2016-09-07,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.2485,132.5052,132.5052,2016-09-08,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.4617,132.7126,132.7126,2016-09-09,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,135.6098,131.8841,131.8841,2016-09-15,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.0533,132.3154,132.3154,2016-09-16,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.199,132.4571,132.4571,2016-09-19,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,135.9295,132.195,132.195,2016-09-20,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,134.4276,130.7344,130.7344,2016-09-21,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.1283,132.3883,132.3883,2016-09-22,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,134.8761,131.1705,131.1705,2016-09-23,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.1255,132.3856,132.3856,2016-09-26,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.4798,132.7302,132.7302,2016-09-27,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.4847,132.7349,132.7349,2016-09-28,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.5495,132.798,132.798,2016-09-29,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.3603,133.5865,133.5865,2016-09-30,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,138.8033,134.9898,134.9898,2016-10-03,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,139.3786,135.5493,135.5493,2016-10-04,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,139.4853,135.6531,135.6531,2016-10-05,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,139.4896,135.6573,135.6573,2016-10-06,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,139.6374,135.801,135.801,2016-10-07,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,140.6843,136.8192,136.8192,2016-10-10,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,141.1761,137.2974,137.2974,2016-10-13,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,141.4617,137.5752,137.5752,2016-10-14,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,141.2675,137.3863,137.3863,2016-10-17,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,139.9625,136.1172,136.1172,2016-10-18,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,139.8741,136.0312,136.0312,2016-10-19,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,142.211,138.3039,138.3039,2016-10-20,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,141.2196,137.3398,137.3398,2016-10-21,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,139.7945,135.9538,135.9538,2016-10-24,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,139.3368,135.5087,135.5087,2016-10-25,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,137.8999,134.1113,134.1113,2016-10-26,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.0076,132.2709,132.2709,2016-10-27,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,135.6564,131.9294,131.9294,2016-10-28,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,136.1816,132.4402,132.4402,2016-10-31,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,141.2254,137.3454,137.3454,2016-11-01,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,143.5166,139.5736,139.5736,2016-11-02,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,144.4719,140.5027,140.5027,2016-11-03,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,144.1393,140.1792,140.1792,2016-11-04,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,145.1031,141.1166,141.1166,2016-11-07,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,144.5963,140.6237,140.6237,2016-11-08,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,144.6552,140.681,140.681,2016-11-09,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,146.6588,142.6295,142.6295,2016-11-10,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,146.4165,142.3939,142.3939,2016-11-11,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,145.3504,141.3571,141.3571,2016-11-14,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,144.5386,140.5676,140.5676,2016-11-15,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,145.1971,141.208,141.208,2016-11-16,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,145.6565,141.6548,141.6548,2016-11-17,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,145.12,141.133,141.133,2016-11-18,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,145.836,141.8293,141.8293,2016-11-21,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,146.7854,142.7526,142.7526,2016-11-22,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,148.1211,144.0516,144.0516,2016-11-23,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-.1,134.6027,130.9046,130.9046.1,2016-09-02,-.2,-.3,-.4,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,148.2614,144.1881,144.1881,2016-11-28,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,147.2912,143.2445,143.2445,2016-11-29,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,146.079,142.0656,142.0656,2016-11-30,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,147.3044,143.2574,143.2574,2016-12-01,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,148.6043,144.5216,144.5216,2016-12-02,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,149.8595,145.7423,145.7423,2016-12-05,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,150.9076,146.7616,146.7616,2016-12-06,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,151.5136,147.3509,147.3509,2016-12-07,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,151.9958,147.8199,147.8199,2016-12-08,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,154.1539,149.9187,149.9187,2016-12-09,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,156.3853,152.0888,152.0888,2016-12-13,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,157.5728,153.2437,153.2437,2016-12-14,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,159.0784,154.7079,154.7079,2016-12-15,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,159.3726,154.994,154.994,2016-12-16,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,160.1337,155.7342,155.7342,2016-12-19,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,160.7434,156.3272,156.3272,2016-12-20,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,160.5404,156.1297,156.1297,2016-12-21,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,159.6037,155.2188,155.2188,2016-12-22,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,159.3307,154.9533,154.9533,2016-12-23,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,159.604,155.2191,155.2191,2016-12-26,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,160.4205,156.0131,156.0131,2016-12-27,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,161.7987,157.3535,157.3535,2016-12-28,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,162.6131,158.1455,158.1455,2016-12-29,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,162.4859,158.0218,158.0218,2016-12-30,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,165.2908,160.7496,160.7496,2017-01-03,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,164.736,160.2101,160.2101,2017-01-04,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,164.9014,160.3709,160.3709,2017-01-05,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,166.4023,161.8306,161.8306,2017-01-06,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,166.4621,161.8887,161.8887,2017-01-09,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,167.1401,162.5481,162.5481,2017-01-10,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,169.4375,164.7824,164.7824,2017-01-11,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,169.6055,164.9458,164.9458,2017-01-12,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,168.3924,163.766,163.766,2017-01-13,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,166.9879,162.4001,162.4001,2017-01-16,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,165.7265,161.1734,161.1734,2017-01-17,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,165.944,161.3849,161.3849,2017-01-18,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,168.2213,163.5996,163.5996,2017-01-19,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,170.3436,165.6636,165.6636,2017-01-20,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,172.9827,168.2302,168.2302,2017-01-23,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,172.5665,167.8254,167.8254,2017-01-24,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,172.469,167.7306,167.7306,2017-01-25,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,173.706,168.9336,168.9336,2017-01-26,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,172.5433,167.8029,167.8029,2017-01-27,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,169.4315,164.7766,164.7766,2017-01-30,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,168.2873,163.6638,163.6638,2017-01-31,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,171.1931,166.4898,166.4898,2017-02-01,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,171.9319,167.2083,167.2083,2017-02-02,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,171.6196,166.9045,166.9045,2017-02-03,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,171.5905,166.8762,166.8762,2017-02-06,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,173.0955,168.3399,168.3399,2017-02-07,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,173.8354,169.0595,169.0595,2017-02-08,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,173.7758,169.0015,169.0015,2017-02-09,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-.1,148.0072,143.9409,143.9409.1,2016-11-25,-.2,-.3,-.4,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,172.3116,167.5775,167.5775,2017-02-14,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,170.2368,165.5597,165.5597,2017-02-15,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,171.5528,166.8396,166.8396,2017-02-16,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,171.2516,166.5467,166.5467,2017-02-17,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,169.5422,164.8842,164.8842,2017-02-20,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,169.538,164.8801,164.8801,2017-02-21,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,169.4653,164.8094,164.8094,2017-02-22,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,169.9935,165.3231,165.3231,2017-02-23,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,170.2338,165.5568,165.5568,2017-02-24,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,167.6992,163.0919,163.0919,2017-02-27,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,168.2447,163.6224,163.6224,2017-02-28,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,170.2356,165.5586,165.5586,2017-03-01,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,173.0132,168.2599,168.2599,2017-03-02,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,172.6725,167.9285,167.9285,2017-03-03,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,171.7018,166.9845,166.9845,2017-03-06,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,171.5143,166.8021,166.8021,2017-03-07,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,172.556,167.8152,167.8152,2017-03-08,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,171.255,166.55,166.55,2017-03-09,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,170.6575,165.9689,165.9689,2017-03-10,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,169.0429,164.3986,164.3986,2017-03-13,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,168.7017,164.0668,164.0668,2017-03-14,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,168.455,163.8269,163.8269,2017-03-15,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,168.7682,164.1315,164.1315,2017-03-16,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,168.7715,164.1347,164.1347,2017-03-17,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,169.9077,165.2397,165.2397,2017-03-20,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,171.0404,166.3413,166.3413,2017-03-21,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,170.7231,166.0327,166.0327,2017-03-22,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,170.7251,166.0346,166.0346,2017-03-24,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,169.7354,165.0721,165.0721,2017-03-27,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,168.6617,164.0279,164.0279,2017-03-28,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,167.9835,163.3683,163.3683,2017-03-29,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,166.957,162.37,162.37,2017-03-30,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,168.065,163.4476,163.4476,2017-03-31,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,168.4157,163.7887,163.7887,2017-04-03,-,-,-,CDC
Alfalah GHP Stock Fund,Equity,"Jul 15, 2008",-,-,167.7624,163.1533,163.1533,2017-04-04,-,-,-,CDC
