Fund Name,Category,Inception Date,Class,Type,Offer,Repurchase,NAV,Validity Date,"Front-end Load %","Back-end Load %","Contingent Load %",Trustee Code
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,119.0216,116.3229,116.3229,2019-11-28,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,119.3636,116.6572,116.6572,2019-11-29,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,119.362,116.6556,116.6556,2019-11-30,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,119.8691,117.1512,117.1512,2019-12-02,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,119.7334,117.0186,117.0186,2019-12-03,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.0168,117.2955,117.2955,2019-12-04,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.2078,117.4822,117.4822,2019-12-05,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.3286,117.6003,117.6003,2019-12-06,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.327,117.5987,117.5987,2019-12-07,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.3265,117.5982,117.5982,2019-12-09,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-.1,115.4226,113.1594,113.1594.1,2019-10-30,2,-.2,-.3,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.5543,117.8209,117.8209,2019-12-12,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.8319,118.0922,118.0922,2019-12-13,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.8303,118.0906,118.0906,2019-12-14,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.325,118.5741,118.5741,2019-12-16,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.4305,118.6772,118.6772,2019-12-17,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.2929,118.5427,118.5427,2019-12-18,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.8668,118.1263,118.1263,2019-12-19,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.9953,118.2519,118.2519,2019-12-20,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.9937,118.2503,118.2503,2019-12-21,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.6156,117.8808,117.8808,2019-12-23,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.8013,118.0623,118.0623,2019-12-24,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.7997,118.0607,118.0607,2019-12-25,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.4095,118.6567,118.6567,2019-12-26,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.281,118.5311,118.5311,2019-12-27,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.2727,118.523,118.523,2019-12-28,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.3778,118.6257,118.6257,2019-12-30,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.2869,118.5368,118.5368,2019-12-31,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.2852,118.5352,118.5352,2020-01-01,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.2315,119.46,119.46,2020-01-02,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.1597,119.3899,119.3899,2020-01-03,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.1581,119.3883,119.3883,2020-01-04,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.7396,118.9793,118.9793,2020-01-06,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.0554,119.2879,119.2879,2020-01-07,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.831,119.0686,119.0686,2020-01-08,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.4877,119.7104,119.7104,2020-01-09,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.9728,120.1845,120.1845,2020-01-10,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.9711,120.1829,120.1829,2020-01-11,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.1161,120.3246,120.3246,2020-01-13,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.1124,120.321,120.321,2020-01-14,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.0314,120.2418,120.2418,2020-01-15,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.1281,120.3363,120.3363,2020-01-16,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.2084,120.4148,120.4148,2020-01-17,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.2068,120.4132,120.4132,2020-01-18,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.1602,120.3677,120.3677,2020-01-20,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-.1,120.5082,117.7758,117.7758.1,2019-12-11,2,-.2,-.3,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.1485,120.3562,120.3562,2020-01-23,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.2437,120.4493,120.4493,2020-01-24,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.2421,120.4477,120.4477,2020-01-25,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.2619,120.4671,120.4671,2020-01-27,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.1714,120.3786,120.3786,2020-01-28,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.0341,120.2444,120.2444,2020-01-29,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.0173,120.228,120.228,2020-01-30,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.8441,120.0587,120.0587,2020-01-31,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.8424,120.0571,120.0571,2020-02-01,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.2539,119.4819,119.4819,2020-02-03,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.559,119.7801,119.7801,2020-02-04,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.5574,119.7785,119.7785,2020-02-05,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.3237,119.5501,119.5501,2020-02-06,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.9083,119.1442,119.1442,2020-02-07,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.9067,119.1426,119.1426,2020-02-08,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.5571,118.8009,118.8009,2020-02-10,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.8924,119.1286,119.1286,2020-02-11,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.5066,119.7289,119.7289,2020-02-12,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.427,119.6511,119.6511,2020-02-13,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.4189,119.6432,119.6432,2020-02-14,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.4173,119.6416,119.6416,2020-02-15,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.5139,119.736,119.736,2020-02-17,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.4809,119.7038,119.7038,2020-02-18,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.7543,119.971,119.971,2020-02-19,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.7976,120.0133,120.0133,2020-02-20,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.7538,119.9705,119.9705,2020-02-21,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.7523,119.969,119.969,2020-02-22,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.3303,119.5566,119.5566,2020-02-24,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.1809,119.4106,119.4106,2020-02-25,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.0148,119.2482,119.2482,2020-02-26,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.9585,119.1932,119.1932,2020-02-27,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.9423,119.1774,119.1774,2020-02-28,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.9407,119.1758,119.1758,2020-02-29,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.7824,119.9984,119.9984,2020-03-02,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-.1,123.1265,120.3347,120.3347.1,2020-01-22,2,-.2,-.3,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.8675,120.0816,120.0816,2020-03-05,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.2655,119.4933,119.4933,2020-03-06,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.264,119.4918,119.4918,2020-03-07,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.1798,119.4095,119.4095,2020-03-09,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.5705,119.7913,119.7913,2020-03-10,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,122.7046,119.9224,119.9224,2020-03-11,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.6033,118.8461,118.8461,2020-03-12,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.691,118.9318,118.9318,2020-03-13,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.6895,118.9303,118.9303,2020-03-14,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.6856,117.9492,117.9492,2020-03-16,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.0888,117.3659,117.3659,2020-03-17,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,118.7407,116.0484,116.0484,2020-03-18,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,118.7731,116.08,116.08,2020-03-19,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,119.0964,116.396,116.396,2020-03-20,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,119.0949,116.3945,116.3945,2020-03-21,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,119.0918,116.3915,116.3915,2020-03-23,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,118.1676,115.4883,115.4883,2020-03-24,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,117.5705,114.9047,114.9047,2020-03-25,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,117.7213,115.0521,115.0521,2020-03-26,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,118.1076,115.4296,115.4296,2020-03-27,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,118.106,115.4281,115.4281,2020-03-28,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,118.1694,115.49,115.49,2020-03-30,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,118.9548,116.2576,116.2576,2020-03-31,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,119.248,116.5442,116.5442,2020-04-01,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.1035,117.3803,117.3803,2020-04-02,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.7808,118.0422,118.0422,2020-04-03,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.7791,118.0406,118.0406,2020-04-04,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.3849,117.6553,117.6553,2020-04-06,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.9605,118.2178,118.2178,2020-04-07,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,120.8815,118.1406,118.1406,2020-04-08,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.5823,118.8255,118.8255,2020-04-09,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.5462,118.7903,118.7903,2020-04-10,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.5447,118.7888,118.7888,2020-04-11,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.0985,118.3527,118.3527,2020-04-13,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-.1,122.6405,119.8598,119.8598.1,2020-03-04,2,-.2,-.3,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,121.5987,118.8416,118.8416,2020-04-16,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.8277,121.02,121.02,2020-04-17,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.826,121.0184,121.0184,2020-04-18,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.7098,120.9048,120.9048,2020-04-20,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.3777,120.5802,120.5802,2020-04-21,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.779,120.9724,120.9724,2020-04-22,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.0629,121.2499,121.2499,2020-04-23,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.0536,121.2408,121.2408,2020-04-24,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.0519,121.2392,121.2392,2020-04-25,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.0489,121.2362,121.2362,2020-04-27,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,123.9048,121.0954,121.0954,2020-04-28,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.3061,121.4876,121.4876,2020-04-29,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,125.0783,122.2423,122.2423,2020-04-30,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,125.0767,122.2407,122.2407,2020-05-01,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,125.0751,122.2392,122.2392,2020-05-02,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.776,121.9468,121.9468,2020-05-04,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.7925,121.963,121.963,2020-05-05,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.6038,121.7785,121.7785,2020-05-06,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.369,121.5491,121.5491,2020-05-07,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.2663,121.4487,121.4487,2020-05-08,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.2647,121.4471,121.4471,2020-05-09,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.273,121.4552,121.4552,2020-05-11,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.5053,121.6823,121.6823,2020-05-12,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.5998,121.7746,121.7746,2020-05-13,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.6198,121.7942,121.7942,2020-05-14,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.8566,122.0256,122.0256,2020-05-15,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.8551,122.0241,122.0241,2020-05-16,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.6848,121.8577,121.8577,2020-05-18,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.7859,121.9565,121.9565,2020-05-19,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.6431,121.8169,121.8169,2020-05-20,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.539,121.7152,121.7152,2020-05-21,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.5374,121.7136,121.7136,2020-05-22,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.5358,121.7121,121.7121,2020-05-23,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-,124.5326,121.709,121.709,2020-05-25,2,-,-,MCBFS
"ABL Financial Planning Fund(Conservative Plan)",Fund of Funds,"Dec 31, 2015",-,-.1,121.4157,118.6627,118.6627.1,2020-04-15,2,-.2,-.3,MCBFS
ABL Asset Management Company Limited,,,,,,,,,,,,
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,100.0,100.0,100.0,2015-12-30,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,102.0124,100.0122,100.0122,2015-12-31,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,102.0116,100.0114,100.0114,2016-01-01,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,102.1748,100.1714,100.1714,2016-01-04,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,102.1825,100.1789,100.1789,2016-01-05,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,102.2831,100.2775,100.2775,2016-01-06,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,101.9958,99.9959,99.9959,2016-01-07,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,101.8794,99.8818,99.8818,2016-01-08,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,101.5788,99.5871,99.5871,2016-01-11,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,101.5122,99.5218,99.5218,2016-01-12,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,101.389,99.401,99.401,2016-01-13,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,100.4192,98.4502,98.4502,2016-01-14,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,100.0613,98.0993,98.0993,2016-01-15,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,99.829,97.8716,97.8716,2016-01-18,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,100.4627,98.4928,98.4928,2016-01-19,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,100.1158,98.1527,98.1527,2016-01-20,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,99.9766,98.0163,98.0163,2016-01-21,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,100.2861,98.3197,98.3197,2016-01-22,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,100.4373,98.4679,98.4679,2016-01-25,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,100.5494,98.5778,98.5778,2016-01-26,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,100.5457,98.5742,98.5742,2016-01-27,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,101.5284,99.5376,99.5376,2016-02-01,-,-,-,MCBFS
"ABL Financial Planning Fund (ActivePlan)",Fund of Funds,"Dec 31, 2015",-,-,101.7585,99.7632,99.7632,2016-02-02,-,-,-,MCBFS
